Tabelle 1;;;;;;;;;;;;;;;;;;;
;Institute;Theme_DE;Question_number;Question_text;CPA_1_text;merkel_pre_1;merkel_pre_2;merkel_pre_3c;merkel_pre_tgt;merkel_pre_text;merkel_pre_reference;merkel_post_1;merkel_post_2;merkel_post_3c;merkel_post_tgt;merkel_post_text;merkel_post_reference;Comment;
11;polis sinus;Infrastruktur in Deutschland aus der Sicht der Bevölkerung;q17_02;"Wenn der Energiebedarf auf absehbare Zeit nicht alleine durch erneuerbare Energien gedeckt werden kann, wie sollte man Ihrer Meinung nach die Energieversorgung si- cherstellen: Durch...(INT: Permutation der Statements A- E; Mehrfachnennungen möglich): neue Gaskraftwerke,";Energy;NA;NA;NA;NA;NA;NA;0;-1;0;0;"BK’in Merkel: Deutschland bezieht etwa 30 Prozent seines Gasbedarfs aus Russland. In Ungarn ist die Abhängigkeit höher, und auch die Ausrichtung auf Gas ist hier höher; bei uns gibt es auch noch eine sehr starke Abhängigkeit von Kohle und Erdöl. Wir sind natürlich alle daran interessiert, zuverlässige Energiebeziehungen zu haben, damit im Winter unsere Bevölkerung vernünftig leben kann und gleichzeitig unsere Wirtschaft auch gut arbeiten kann. Deshalb habe ich über die Verlässlichkeit der Beziehungen mit Russland gesprochen. Gleichzeitig war und ist Ungarn bereit, durch „reverse flow“ Schwierigkeiten der Ukraine mit zu überwinden. Das zeigt europäische Solidarität.";2015-02-02_im Wortlaut - Pressekonferenz von Bundeskanzlerin Merkel und dem ungarischen Ministerpräsidenten Orbán.txt;;
12;polis sinus;Infrastruktur in Deutschland aus der Sicht der Bevölkerung;q17_03;"Wenn der Energiebedarf auf absehbare Zeit nicht alleine durch erneuerbare Energien gedeckt werden kann, wie sollte man Ihrer Meinung nach die Energieversorgung si- cherstellen: Durch...(INT: Permutation der Statements A- E; Mehrfachnennungen möglich): 	neue Kohlekraftwerke";Energy;NA;NA;NA;NA;NA;NA;-2;0;-1;-1;Die Wissenschaft gibt uns eine klare Handlungsempfehlung. Wir müssen in diesem Jahrhundert, im 21. Jahrhundert, die Dekarbonisierung schaffen – also den vollständigen Umstieg auf kohlenstofffreies Wirtschaften. Für diese Vision treten Deutschland und Frankreich gemeinsam ein und werben dafür auch bei unseren Partnern. Das Intergovernmental Panel on Climate Change, IPCC, fordert als Etappenziel auf dem Weg dorthin, bis 2050 die Treibhausgasemissionen um 40 bis 70 Prozent gegenüber 2010 zu verringern.;2015-05-19_Rede von Bundeskanzlerin Merkel zum VI_ Petersberger Klimadialog am 19_ Mai 2015.txt;;
13;polis sinus;Infrastruktur in Deutschland aus der Sicht der Bevölkerung;q17_04;"Wenn der Energiebedarf auf absehbare Zeit nicht alleine durch erneuerbare Energien gedeckt werden kann, wie sollte man Ihrer Meinung nach die Energieversorgung si- cherstellen: Durch...(INT: Permutation der Statements A- E; Mehrfachnennungen möglich): 	Stromimporte aus dem Ausland";Energy;1;1;1;1;BK’in Merkel: Wir haben im Zusammenhang mit South Stream natürlich über die augenblickliche politische Situation, aber auch über die rechtliche Situation gesprochen. Wir haben uns darauf verständigt, dass man sich auch in Gesprächen mit Russland einmal ganz nüchtern die Rechtssituation anschaut. Es gibt eine Vielzahl von abgeschlossenen Verträgen. Für Bulgarien ist wichtig - da haben wir genau die gleiche Meinung -, dass jeder auf der Grundlage des geltenden Rechts ein verlässlicher Partner ist. Es hat ja in der Europäischen Union durch das dritte Energiebinnenmarktpaket Veränderungen des Rechts gegeben. Dann sollte man jetzt das Gespräch mit Russland darüber suchen, was das nun bedeutet. Wie ich schon sagte: Wirtschaftliche Beziehungen sollte man trotz durchaus unterschiedlicher Bewertungen immer sehr verlässlich gestalten. Hierbei wird Deutschland mit Bulgarien so eng wie möglich zusammenarbeiten.;2014-12-15_Im Wortlaut - Pressekonferenz von Bundeskanzlerin Merkel und dem bulgarischen Ministerpräsidenten Borissow am 15_ Dezember.txt;1;-1;1;-1;"BK’in Merkel: Deutschland bezieht etwa 30 Prozent seines Gasbedarfs aus Russland. In Ungarn ist die Abhängigkeit höher, und auch die Ausrichtung auf Gas ist hier höher; bei uns gibt es auch noch eine sehr starke Abhängigkeit von Kohle und Erdöl. Wir sind natürlich alle daran interessiert, zuverlässige Energiebeziehungen zu haben, damit im Winter unsere Bevölkerung vernünftig leben kann und gleichzeitig unsere Wirtschaft auch gut arbeiten kann. Deshalb habe ich über die Verlässlichkeit der Beziehungen mit Russland gesprochen. Gleichzeitig war und ist Ungarn bereit, durch „reverse flow“ Schwierigkeiten der Ukraine mit zu überwinden. Das zeigt europäische Solidarität.";2015-02-02_im Wortlaut - Pressekonferenz von Bundeskanzlerin Merkel und dem ungarischen Ministerpräsidenten Orbán.txt;;
14;polis sinus;Infrastruktur in Deutschland aus der Sicht der Bevölkerung;q17_05;"Wenn der Energiebedarf auf absehbare Zeit nicht alleine durch erneuerbare Energien gedeckt werden kann, wie sollte man Ihrer Meinung nach die Energieversorgung si- cherstellen: Durch...(INT: Permutation der Statements A- E; Mehrfachnennungen möglich): Energieverbrauch weiter senken";Energy;-2;-1;-1;-1;So soll die bundeseigene KfW die Sanierung von Gebäuden stärker fördern. Die KfW vergibt zinsgünstige Kredite und Zuschüsse für Sanierungsmaßnahmen, die den Energieverbrauch eines Hauses senken. Effizienzmaßnahmen bei Gebäuden sollen zudem auch steuerlich gefördert werden. Auch die Energieberatung wird verbessert und weiter entwickelt.;2014-12-03_Kabinett beschließt Aktionsprogramm - Klimaschutzziel bis 2020 erreichbar.txt;-2;0;-1;-1;"Energieeffizienz ist also die zweite Säule neben der Stromerzeugung; und diese Säule ist in den letzten Jahren auch tragfähiger geworden. Ich sage allerdings: Da ist noch viel Raum für Verbesserungen. Die Tatsache, dass wir Wirtschaftswachstum und Energieverbrauch entkoppelt haben, ist zwar eine gute Nachricht. Aber wir haben es noch nicht in dem Maße entkoppelt, wie es zu entkoppeln ist. Deshalb ist es wichtig, dass wir unsere Ziele sehr genau ins Auge nehmen, nämlich den Energieverbrauch bis 2020 um 20 Prozent und bis 2050 um 50 Prozent gegenüber 2008 zu senken. Dazu haben wir den „Nationalen Aktionsplan Energieeffizienz“ beschlossen.";2015-01-14_Rede von Bundeskanzlerin Merkel zum Neujahrsempfang des Bundesverbands Erneuerbare Energie e_V_ (BEE) am 14_ Januar 2015.txt;;
15;polis sinus;Infrastruktur in Deutschland aus der Sicht der Bevölkerung;q19;Derzeit wird diskutiert, den Solidaritätszuschlag, auch „So- li“ genannt, nach dem Jahr 2020 umzuwandeln und die Mittel für die Instandhaltung der Verkehrswege bundesweit einzusetzen. Was ist das mit Ihnen, sind Sie dafür oder dagegen?;Transportation;0;0;0;0;BK'in Merkel: Inhaltliche Nachrichten gibt es nicht, außer dass Herr Woidke noch einmal betont hat, worüber es Einvernehmen gibt, eben zum Beispiel darüber, dass die Einnahmen aus dem Solidaritätszuschlag auch in Zukunft erhalten bleiben müssen. Darüber gibt es einen Konsens. Weder über die Aufteilung noch über den Modus der Aufteilung gibt es Konsens, aber es gab heute auch gar keine intensiven Gespräche darüber, sondern wir haben uns prozedural besprochen und gesagt, dass diese Gespräche an anderer Stelle fortgesetzt werden.;2014-12-11_Im Wortlaut - Pressekonferenz von BK'in Merkel, MP Woidke und MP Haseloff zum Gespräch der Bundeskanzlerin mit den Regierungschefs der Länder am 11_ Dezember 2014.txt;0;-1;0;0;"Was die Diskussion anbelangt, die Sie ansprachen, so geht es um den Bund-Länder-Finanzausgleich und die Frage, in welcher Form die Fortführung der Bund-Länder-Finanzbeziehungen nach dem Auslaufen des Solidarpakts II gewährleistet werden kann. Hier gibt es berechtigte Anliegen der neuen Bundesländer; hier gibt es berechtigte Anliegen derer, die sehr stark zum Finanzausgleich der Länder beitragen; hier gibt es berechtigte Anliegen anderer Länder, die eine ziemlich schwierige ökonomische Situation haben. All das wird nur lösbar sein, wenn Bund und Länder eng zusammenarbeiten und wenn der Bund hier auch seinen Beitrag dazu leistet, dass es gedeihliche Bund-Länder-Finanzbeziehungen geben kann.
In dem Zusammenhang ist auch die Frage diskutiert worden, wie der Bund dabei den Ländern helfend zur Seite stehen kann, sowie die Frage, was aus dem Solidaritätszuschlag wird. Da gibt es heute einige Meldungen. Inwieweit sich das dann realisieren lässt, hängt sehr stark von den Bund-Länderfinanzbeziehungen ab.";2015-03-04_Im Wortlaut - Pressekonferenz von Bundeskanzlerin Merkel und EU-Kommissionspräsident Juncker.txt;;
16;polis sinus;Infrastruktur in Deutschland aus der Sicht der Bevölkerung;q27;Mit der Digitalen Agenda will die Bundesregierung den digitalen Wandel aktiv mitgestalten: Ziel ist, mit den Chan- cen der Digitalisierung wirtschaftliches Wachstum und neue Beschäftigungsmöglichkeiten zu fördern, Zugang zu schnellerem Internet für alle Bundesbürger herzustellen und für mehr Vertrauen und Sicherheit im Internet zu sor- gen. Geht die Initiative der Bundesregierung Ihrer Ein- schätzung nach mit diesen Zielen in die richtige Richtung oder nicht?;Space, Science, Technology and Communications;-2;1;-1;1;"Für Bundeskanzlerin Angela Merkel zählen die digitale Revolution, der demografische Wandel und die Zuwanderung zu den großen Herausforderungen der Zukunft. Das erklärt sie in ihrer Neujahrsansprache. Wichtig sei auch der Welthandel, ""bei dem es darum geht, große Wettbewerbschancen zu nutzen und gleichzeitig soziale und ökologische Standards zu behaupten"". 
";2014-12-31_Neujahrsansprache - Stärker zusammenhalten.txt;-2;1;-1;1;Wir werden vor allen Dingen im digitalen Bereich aufholen müssen. Darin liegt, wie ich deutlich sagen will, eine zentrale Herausforderung für Deutschland. Deshalb bin ich auch froh, dass Günther Oettinger der entsprechende Kommissar mit dem entsprechenden Portfolio ist, weil es gerade für den Industriestandort Deutschland entscheidend sein wird, wie wir die Zusammenführung des Internets und der Realwirtschaft schaffen. Das firmiert unter dem Begriff „Industrie 4.0“. Von der Standardisierung bis zum Big-Data-Management gibt es eine Reihe von Fragen, über die Europa schnellstens entscheiden muss.;2015-01-19_Rede von Bundeskanzlerin Merkel zur Jahreseröffnung 2015 der Deutschen Börse am 19_ Januar 2015.txt;;
17;polis sinus;Infrastruktur in Deutschland aus der Sicht der Bevölkerung;q28;Großunternehmen, wie z.B. Google, sammeln vielerlei personenbezogene Daten von den Bürgern, z.B. beim Einkaufen, bei Gewinnspielen, etc. Sind Sie dafür, dass der Staat das Sammeln und Nutzen dieser Daten ein- schränkt oder sollte sich der Staat da raushalten?;Civil Rights, Minority Issues and Civil Liberties;0;1;0;0;Das Zweite ist die Datenschutzgrundverordnung, an der sich entscheiden wird, ob Europa in der Lage ist, Big-Data-Management, also die Wertschöpfung aus Big Data, überhaupt zu schaffen. Heute ist es so: Durch Safe Harbor können die Daten alle in die Vereinigten Staaten von Amerika übertragen werden, dort in Produkte umgewandelt werden und als Produkte wieder in der Europäischen Union verwandt werden. Wir wollen aber die Wertschöpfung auch bei uns haben, und dafür müssen wir die Rahmenbedingungen schaffen. Wenn die Datenschutzgrundverordnung, wie sie das Europäische Parlament beschlossen hat, Realität werden würde, dann wäre das nicht möglich, weil sie sehr auf den individuellen Personenschutz ausgerichtet ist. Das heißt, wir müssen eine richtige Balance zwischen Wertschöpfung einerseits und persönlichem Datenschutz andererseits finden. Das könnte, wenn wir es in Europa gut anstellen, ein Markenzeichen von uns werden, weil es sehr gut zu unserer Philosophie der sozialen Marktwirtschaft, scheinbare Gegensätze auszubalancieren, passen würde.;2014-12-19_im Wortlaut - Pressekonferenz von Bundeskanzlerin Merkel zum Europäischen Rat am 18_ Dezember.txt;0;1;0;0;Ein nüchterner Blick auf die Rolle Europas im Bereich der Digitalisierung, die Rolle der Vereinigten Staaten von Amerika und auch die Rolle einiger asiatischer Länder zeigt aber: Wir müssen eher aufholen, als dass wir behaupten könnten, an der Spitze zu sein. Das heißt, wir müssen die politischen Rahmenbedingungen dafür herstellen. Wir müssen eine gute Balance zwischen individuellem Datenschutz und der Freiheit, mit Daten neue Produkte zu machen, gewinnen. Wir müssen – das sage ich als deutsche Bundeskanzlerin angesichts einer starken deutschen Wirtschaft – die Verschmelzung der Welt des Internets mit der Welt der industriellen Produktion – wir nennen das in Deutschland „Industrie 4.0“ – schnell bewältigen, weil uns sonst diejenigen, die im digitalen Bereich führend sind, die industrielle Produktion wegnehmen werden. Diesen Wettlauf gehen wir mit großem Selbstbewusstsein ein. Aber diesen Wettlauf haben wir noch nicht gewonnen.;2015-01-22_Rede von Bundeskanzlerin Merkel anl_ des Jahrestreffens 2015 des World Economic Forum am 22_ Januar 2015.txt;;
18;IfD Allensbach;Positivere Einschätzung von Konjunktur und Staatsfinanzen;q3_b_2;"""Es gibt ja verschiedene Meinungen darüber, was wichtig ist, um Deutschland voranzubringen, um Deutschland eine gute Zukunft zu sichern. Hier ist einiges aufgeschrieben, was für die Zukunft Deutschlands wichtig sein kann. Was davon würden auch Sie sagen?"" (Alles Genannte einkreisen! - Mehrere Angaben möglich!): Dass qualifizierte Fachkräfte aus dem Ausland nach Deutschland kommen";Labor, Employment and Immigration;NA;NA;NA;NA;NA;NA;-2;0;-1;-1;"Ausländische Fachkräfte willkommen
Am Nachmittag informierten sich Merkel und Wanka bei der zentralen Anerkennungsstelle der Industrie- und Handelskammern - der IHK-Fosa - in Nürnberg über die Verfahren zu Anerkennung ausländischer Berufsabschlüsse. Sie sprachen dort auch mit Antragstellern und Unternehmern.
""Heute hat jeder, der aus dem Ausland kommt, einen Rechtsanspruch darauf, dass seine Ausbildung hier überprüft wird und ganz oder teilweise anerkannt wird. Damit kann es vielen, vielen Menschen besser gehen, und gleichzeitig können wir dadurch auch den Fachkräftemangel beheben"", so die Kanzlerin.";2015-04-16_Merkel bei Ausbildungsprojekt - Studienabbrecher werden Azubis.txt;;
19;IfD Allensbach;Positivere Einschätzung von Konjunktur und Staatsfinanzen;q3_b_5;"""Es gibt ja verschiedene Meinungen darüber, was wichtig ist, um Deutschland voranzubringen, um Deutschland eine gute Zukunft zu sichern. Hier ist einiges aufgeschrieben, was für die Zukunft Deutschlands wichtig sein kann. Was davon würden auch Sie sagen?"" (Alles Genannte einkreisen! - Mehrere Angaben möglich!): Dass Leute, die viel leisten, auch viel verdienen können";Macroeconomy;0;1;0;1;"MERKEL: Ich gehöre zu den Menschen, die das versprechen, was sie halten können. Ein ausgeglichener Haushalt ist von großem Wert. Deshalb verspreche ich die Abschaffung der kalten Progression erst für den Zeitpunkt, an dem wir die dafür erforderlichen finanziellen Spielräume haben. Sobald sie da sind, wird die kalte Progression abgeschafft. 
";"2014-12-07_Im Wortlaut/ Merkel - ""Verlässlichkeit ist ein sehr hohes Gut"".txt";1;-1;1;1;Deshalb müssen wir die Einkommens- und Vermögensanrechnung unter die Lupe nehmen. Ich finde, da besteht Handlungsbedarf. Ich verstehe, dass Frau Bentele hierbei eine klare und harte Forderung stellt. Sie wäre auch keine gute Beauftragte für die Belange von Menschen mit Behinderungen, wenn sie das nicht täte. Ich sage jedenfalls: Wir müssen in der Politik auch darauf achten, dass der Leistungsgedanke besser als heute verwirklicht wird. Das heißt auch, jeder Einzelne muss zielgenauer unterstützt werden.;2015-05-06_Rede von Bundeskanzlerin Merkel bei dem Jahresempfang der Beauftragten der Bundesregierung für die Belange von Menschen mit Behinderungen am 6_ Mai 2015.txt;;
20;IfD Allensbach;Positivere Einschätzung von Konjunktur und Staatsfinanzen;q3_b_6;"""Es gibt ja verschiedene Meinungen darüber, was wichtig ist, um Deutschland voranzubringen, um Deutschland eine gute Zukunft zu sichern. Hier ist einiges aufgeschrieben, was für die Zukunft Deutschlands wichtig sein kann. Was davon würden auch Sie sagen?"" (Alles Genannte einkreisen! - Mehrere Angaben möglich!): Dass in Deutschland wissenschaftlicher Fortschritt und Innovationen gefördert werden";Space, Science, Technology and Communications;-2;1;-1;-1;Wir sind eines der wenigen Länder in der Europäischen Union, die rund drei Prozent des Bruttoinlandsprodukts für Forschung und Entwicklung ausgeben. Ich glaube, das macht uns als Innovationsstandort durchaus begehrt. Bei uns sind die Bruttoanlageinvestitionen wieder gestiegen. Der private Konsum ist Träger des Wirtschaftswachstums. Das Wirtschaftswachstum war im letzten Jahr gemessen an dem der Vereinigten Staaten von Amerika immer noch bescheiden, lag aber immerhin bei 1,5 Prozent – für Deutschland eine durchaus ansehnliche Größe. Diesen Weg wollen wir fortsetzen.;2015-01-22_Rede von Bundeskanzlerin Merkel anl_ des Jahrestreffens 2015 des World Economic Forum am 22_ Januar 2015.txt;-2;-1;-1;-1;• Die Stärkung der Wachstumsaussichten hat weiterhin oberste Priorität. Wir begrüßen die fortwährenden Bemühungen vieler Länder des Euro-Raums, die Produktivität zu steigern, die Beschäftigungsquote zu erhöhen und die Haushaltslage zu verbessern. Es ist wichtig, Investitionen anzukurbeln und den jüngsten Trend, insbesondere den Rückgang ausländischer Direktinvestitionen, umzukehren. Der neue Europäische Fonds für strategische Investitionen (EFSI) wird durch die Förderung von Investitionen und Wachstumsaussichten in Europa zu diesem Ziel beitragen. Dennoch sind weitere Anstrengungen, vor allem in Bezug auf die Schaffung von Beschäftigungsmöglichkeiten für junge Menschen, soziale Inklusion, Strukturreformen und wachstumsfreundliche Konsolidierung in allen Mitgliedstaaten des Euro-Währungsgebiets weiterhin dringend geboten. Die Förderung von Innovationen, Verbesserung der Bildungs- und Gesundheitssysteme, Steigerung der Produktivität, Verringerung sozialer Ungleichheiten und die Stärkung der Produkt- und Arbeitsmärkte sind wichtige politische Ziele, die durch die Umsetzung einer ehrgeizigen Reformagenda erreicht werden sollen.;2015-03-11_Gemeinsame Presseerklärung von Bundeskanzlerin Merkel, des OECD-Generalsekretärs Gurría, der geschäftsführenden Direktorin des IWF, Lagarde, des Präsidenten der Weltbankgruppe, Kim, des Generaldirektors der IAO, Ry;;
21;IfD Allensbach;Positivere Einschätzung von Konjunktur und Staatsfinanzen;q3_b_7;"""Es gibt ja verschiedene Meinungen darüber, was wichtig ist, um Deutschland voranzubringen, um Deutschland eine gute Zukunft zu sichern. Hier ist einiges aufgeschrieben, was für die Zukunft Deutschlands wichtig sein kann. Was davon würden auch Sie sagen?"" (Alles Genannte einkreisen! - Mehrere Angaben möglich!): Dass der Staat sich möglichst wenig in die Wirtschaft einschaltet";Macroeconomy;1;-1;1;0;"Ich will heute nicht, wie ich es vor einigen Jahren sicherlich noch getan hätte, die Regulierung der Kapitalmärkte in den Mittelpunkt meiner Ausführungen stellen, die uns natürlich nach der internationalen Finanz- und Wirtschaftskrise sehr beschäftigt hat \n Wir haben damals gesagt: Jeder Akteur, jedes Produkt und jeder Finanzplatz sollen einer Regulierung unterworfen werden \n Das Zweite ist: Wir sind bei der Regulierung der Banken und auch der Versicherungen sicherlich gut vorangekommen \n Was im G20-Prozess noch nicht geschafft ist, das ist die Regulierung systemischer Schattenbanken \n Das Haftungsprinzip ist ein wesentliches Element der Marktwirtschaft \n Ich sage an dieser Stelle auch noch mal: Es mag ja sein – Herr Faber hat darauf auch hingewiesen –, dass es heute zum Teil sehr harte Regulierungen gibt; und sicherlich muss man auch immer wieder lernen, was richtig und was vielleicht zu hart ist""";2015-01-19_Rede von Bundeskanzlerin Merkel zur Jahreseröffnung 2015 der Deutschen Börse am 19_ Januar 2015.txt;0;-1;0;-1;Im Zusammenhang mit der Weltwirtschaft haben wir dann natürlich auch über das Thema der Finanzmarktregulierung gesprochen. Hier will ich nur noch einmal daran erinnern, dass die Regulierung der Schattenbanken noch aussteht. Darauf werden wir bei den G20 dann zurückkommen. Wir setzen darauf, dass die Zeitpläne, die hier abgeschlossen wurden, auch wirklich eingehalten werden.;2015-06-08_Im Wortlaut - Pressekonferenz von Bundeskanzlerin Merkel zum Abschluss des G7-Gipfels in Elmau.txt;;
22;IfD Allensbach;Positivere Einschätzung von Konjunktur und Staatsfinanzen;q3_b_14;"""Es gibt ja verschiedene Meinungen darüber, was wichtig ist, um Deutschland voranzubringen, um Deutschland eine gute Zukunft zu sichern. Hier ist einiges aufgeschrieben, was für die Zukunft Deutschlands wichtig sein kann. Was davon würden auch Sie sagen?"" (Alles Genannte einkreisen! - Mehrere Angaben möglich!): Dass wir qualifizierte Fachkräfte ausbilden";Labor, Employment and Immigration;-2;1;-1;-1;"Ich will noch auf einen Punkt hinweisen, der mir morgen wahrscheinlich wieder Kritik von der OECD einbringen wird. Aber ich musste heute schon wieder lesen, dass Deutschland zu wenige Hochschulabsolventen habe. Ich muss Ihnen wirklich sagen: Wir haben jetzt über 50 Prozent eines Jahrgangs – oder wenn es die deutschen Schulabsolventen anbelangt, vielleicht 48 Prozent oder 47 Prozent eines Jahrgangs –, die ein Hochschulstudium aufnehmen. Die zweite Säule der deutschen Stärke ist die berufliche Ausbildung. Wenn wir etwas tun müssen, dann ist es eher, die Berufsausbildung zu stärken, weil auch sie ein Markenzeichen von und Erfolgsfaktor für Deutschland ist. Dass wir just in dem Moment, in dem die ganze Welt sagt, dass die berufliche Ausbildung doch etwas Gutes an sich hat, damit anfangen würden, unsere eigene Qualität sozusagen kaputt zu machen, das wäre völlig falsch. Deshalb kann ich die Kritik nicht richtig finden; dabei bleibe ich, obwohl ich die OECD sonst immer sehr positiv hervorhebe. Und ich bitte Sie, uns zu helfen, wenn es darum geht, auch den Bereich der beruflichen Ausbildung zu belobigen.";2015-01-19_Rede von Bundeskanzlerin Merkel zur Jahreseröffnung 2015 der Deutschen Börse am 19_ Januar 2015.txt;-2;0;-1;-1;"Die Bundeskanzlerin wirbt für eine verkürzte Berufsausbildung für Studienabbrecher. Gemeinsam mit Bundesbildungsministerin Wanka hat sie sich in einer Firma in Aachen über das erfolgreiche Ausbildungsprojekt ""Switch"" informiert. Es soll bundesweit Schule machen.";2015-04-16_Merkel bei Ausbildungsprojekt - Studienabbrecher werden Azubis.txt;;
23;IfD Allensbach;Positivere Einschätzung von Konjunktur und Staatsfinanzen;q3_b_15;"""Es gibt ja verschiedene Meinungen darüber, was wichtig ist, um Deutschland voranzubringen, um Deutschland eine gute Zukunft zu sichern. Hier ist einiges aufgeschrieben, was für die Zukunft Deutschlands wichtig sein kann. Was davon würden auch Sie sagen?"" (Alles Genannte einkreisen! - Mehrere Angaben möglich!): Dass die Verkehrsinfrastruktur verbessert bzw. ausgebaut wird, die Straßen, das Schienennetz usw.";Transportation;-1;1;-1;-1;"Deutschland investiert mehr als in der letzten Legislaturperiode sowohl in Bildung und Forschung als auch in den Ausbau der Infrastruktur. Wir haben uns vorgenommen – ob auf kommunaler, Länder- oder Bundesebene –, die Investitionsfähigkeiten und die Investitionsmöglichkeiten zu stärken. Wolfgang Schäuble hat immer wieder darauf hingewiesen, dass jeder Spielraum gerade für diesen Bereich von allergrößter Bedeutung ist. Bei guter Haushaltsdisziplin werden wir die Möglichkeit haben, weitere zehn Milliarden Euro für Investitionen aufzubringen. Ich will Ihnen hier jetzt nicht alle Kennziffern von Deutschland aufzählen. Ich will nur darauf hinweisen: die Investitionen im wirtschaftlichen Bereich sind nicht schlecht; auch das, was wir international immer wieder als Hinweise bekommen, nämlich dass wir mehr in Bildung usw. investieren sollten, ist erfüllt. Hier haben wir mehr gemacht.";2015-01-19_Rede von Bundeskanzlerin Merkel zur Jahreseröffnung 2015 der Deutschen Börse am 19_ Januar 2015.txt;-1;1;-1;-1;"Siebtens. Inwieweit die Chancen und Möglichkeiten der Digitalisierung genutzt werden, hängt natürlich auch vom Vertrauen in die Verlässlichkeit neuer digitaler Lösungen ab. Um dieses Vertrauen zu untermauern, hat die Bundesregierung den Entwurf für ein IT-Sicherheitsgesetz auf den Weg gebracht. Es soll dafür Sorge tragen, dass die kritische Infrastruktur – Energieversorgung, Verkehr, Gesundheitswesen – auch wirklich verlässlich funktioniert. Ich glaube, dass dieses IT-Sicherheitsgesetz damit auch die Blaupause dafür liefert, wie wir uns dann in Brüssel bei den entsprechenden Themen aufstellen. 
";2015-03-15_Rede von Bundeskanzlerin Merkel anlässlich der Eröffnungsveranstaltung der CeBIT 2015 am 15_ März 2015.txt;;
24;IfD Allensbach;Positivere Einschätzung von Konjunktur und Staatsfinanzen;q3_b_16;"""Es gibt ja verschiedene Meinungen darüber, was wichtig ist, um Deutschland voranzubringen, um Deutschland eine gute Zukunft zu sichern. Hier ist einiges aufgeschrieben, was für die Zukunft Deutschlands wichtig sein kann. Was davon würden auch Sie sagen?"" (Alles Genannte einkreisen! - Mehrere Angaben möglich!): Dass der Umweltschutz gefördert wird";Environment;-2;0;-1;-1;Meine Damen und Herren, wir alle wissen, wir können uns in dieser Welt nicht abschotten. Deshalb möchte ich abschließend ein großes Plädoyer dafür einlegen, dass die Europäische Union offen ist für Freihandelsabkommen: ein Freihandelsabkommen mit Japan, ein Freihandelsabkommen mit Kanada – das ist weitgehend verhandelt und muss noch ratifiziert werden – und ein Freihandelsabkommen mit den Vereinigten Staaten von Amerika. Der Präsident der Vereinigten Staaten von Amerika hat sich gerade erst wieder zu diesem Freihandelsabkommen bekannt. Und Europa sollte die einzigartige Chance suchen, nicht nur seine Wachstumsmöglichkeiten durch weniger Hemmnisse im transatlantischen Handel zu beschleunigen und zu vergrößern, sondern bei unseren hohen Standards im Verbraucherschutz und im Umweltschutz sowohl in Europa als auch in den Vereinigten Staaten von Amerika etwas für die Standardsetzung weltweit zu tun. Das können wir nur, wenn wir gemeinsam agieren. Deshalb werde ich mich in diesem Jahr sehr stark dafür einsetzen.;2015-01-22_Rede von Bundeskanzlerin Merkel anl_ des Jahrestreffens 2015 des World Economic Forum am 22_ Januar 2015.txt;-2;1;-1;-1;"Ich freue mich über die Unterstützung bei den Verhandlungen zu den Freihandelsabkommen - sowohl zu dem mit Japan als auch zu dem mit Kanada, das ja weit ausverhandelt ist, als auch zum Freihandelsabkommen mit den Vereinigten Staaten von Amerika, das noch verhandelt wird. Wenn man sich im pazifischen Raum umschaut, dann sieht man, in welcher Intensität hier Handelsbarrieren abgebaut werden. Wenn es richtig ist, dass Europa ein Wachstumsproblem hat - ich würde sagen, das stimmt -, dann ist freier Handel, ein Handel ohne Hürden, ein ganz wesentlicher Punkt. Und immer wieder muss für die Menschen, die Sorgen haben, hinzugefügt werden: Der Verbraucherschutz wird in Europa nicht minimiert, der Umweltschutz wird nicht angetastet. Alles geschieht auf der Basis der geltenden Regelungen, die wir heute in Europa haben. Ich finde, das ist ein ganz wichtiger Hinweis. Es geht aber darum, Arbeitsplätze zu erhalten oder vielleicht auch neue zu schaffen.
";2015-03-13_im Wortlaut - Pressekonferenz von Bundeskanzlerin Merkel anlässlich des Spitzengesprächs der deutschen Wirtschaft 2015.txt;;
